"Case","Status","Seconds","LastRun","FailureType","Tokens","PromptTokens","CompletionTokens","RequestCount","ResponseCount","EndCount","LastResponseId","Complete","UnknownCount","FailCount","InternalErrorCount"
"test89","exit 1","0.41","2026-06-03 00:37:15","PROCESS_EXIT","0","0","0","7","0","0","0","false","0","0","0"
"test90","exit 1","0.4","2026-06-03 00:37:15","PROCESS_EXIT","0","0","0","7","0","0","0","false","0","0","0"
"test91","exit 1","0.4","2026-06-03 00:37:16","PROCESS_EXIT","0","0","0","6","0","0","0","false","0","0","0"
"test92","exit 1","0.39","2026-06-03 00:37:16","PROCESS_EXIT","0","0","0","6","0","0","0","false","0","0","0"
"test93","exit 1","0.4","2026-06-03 00:37:17","PROCESS_EXIT","0","0","0","7","0","0","0","false","0","0","0"
"test94","exit 1","0.4","2026-06-03 00:37:17","PROCESS_EXIT","0","0","0","7","0","0","0","false","0","0","0"
"test95","exit 1","0.4","2026-06-03 00:37:18","PROCESS_EXIT","0","0","0","7","0","0","0","false","0","0","0"
"test96","exit 1","0.4","2026-06-03 00:37:18","PROCESS_EXIT","0","0","0","7","0","0","0","false","0","0","0"
"test97","exit 1","0.39","2026-06-03 00:37:18","PROCESS_EXIT","0","0","0","7","0","0","0","false","0","0","0"
"test98","exit 1","0.4","2026-06-03 00:37:19","PROCESS_EXIT","0","0","0","8","0","0","0","false","0","0","0"
"test99","exit 1","0.4","2026-06-03 00:37:19","PROCESS_EXIT","0","0","0","7","0","0","0","false","0","0","0"
"test100","exit 1","0.41","2026-06-03 00:36:42","PROCESS_EXIT","0","0","0","7","0","0","0","false","0","0","0"
