"Case","Status","Seconds","LastRun","FailureType","Tokens","PromptTokens","CompletionTokens","RequestCount","ResponseCount","EndCount","LastResponseId","Complete","UnknownCount","FailCount","InternalErrorCount"
"test37","timeout","1230.55","2026-06-01 20:46:50","TIMEOUT","0","0","0","20","16","16","16","false","0","3","0"
"test40","failed","54.9","2026-06-01 20:26:19","APP_RUNTIME","43394","43048","346","20","20","20","20","true","0","1","0"
