Case,Status,Seconds,LastRun,FailureType,Tokens,PromptTokens,CompletionTokens,RequestCount,ResponseCount,EndCount,LastResponseId,Complete,UnknownCount,FailCount,InternalErrorCount
test46,ok,12.81,2026-05-30 15:54:10,,13085,12955,130,7,7,7,7,true,0,0,0
test47,ok,11.28,2026-05-30 15:54:22,,12479,12367,112,7,7,7,7,true,0,0,0
test48,ok,12.95,2026-05-30 15:54:35,,13960,13826,134,8,8,8,8,true,0,0,0
test49,ok,11.04,2026-05-30 15:54:46,,12072,11970,102,7,7,7,7,true,0,0,0
test50,ok,12.11,2026-05-30 15:54:58,,11167,10835,332,7,7,7,7,true,0,0,0
test51,ok,11.36,2026-05-30 15:55:09,,11246,11002,244,7,7,7,7,true,0,0,0
test52,ok,10.58,2026-05-30 15:55:20,,10692,10590,102,7,7,7,7,true,0,0,0
test53,ok,11.66,2026-05-30 15:55:32,,12366,12234,132,7,7,7,7,true,0,0,0
test54,ok,87.03,2026-05-30 15:56:59,,13404,13260,144,7,7,7,7,true,0,0,0
test55,ok,11.18,2026-05-30 15:57:10,,13601,13484,117,7,7,7,7,true,0,0,0
test56,ok,8.55,2026-05-30 15:57:18,,10257,10153,104,6,6,6,6,true,0,0,0
test57,ok,8.74,2026-05-30 15:57:27,,9559,9450,109,6,6,6,6,true,0,0,0
test58,ok,8.9,2026-05-30 15:57:36,,10622,10520,102,6,6,6,6,true,0,0,0
test59,ok,11.02,2026-05-30 15:57:47,,12858,12728,130,7,7,7,7,true,0,0,0
test60,ok,11,2026-05-30 15:57:58,,12353,12234,119,7,7,7,7,true,0,0,0
test61,ok,10.8,2026-05-30 15:58:09,,13072,12953,119,7,7,7,7,true,0,0,0
test62,ok,10.52,2026-05-30 15:58:19,,12429,12311,118,7,7,7,7,true,0,0,0
test63,ok,9.54,2026-05-30 15:58:29,,9229,9140,89,6,6,6,6,true,0,0,0
test64,ok,9.4,2026-05-30 15:58:38,,10304,10207,97,6,6,6,6,true,0,0,0
test65,ok,10.69,2026-05-30 15:58:49,,10700,10561,139,6,6,6,6,true,0,0,0
test66,ok,9.99,2026-05-30 15:58:59,,10893,10787,106,6,6,6,6,true,0,0,0
test67,ok,9.78,2026-05-30 15:59:09,,12049,11924,125,6,6,6,6,true,0,0,0
test68,ok,9.79,2026-05-30 15:59:19,,10509,10364,145,6,6,6,6,true,0,0,0
test69,ok,10.51,2026-05-30 15:59:29,,9773,9632,141,6,6,6,6,true,0,0,0
test70,ok,8.76,2026-05-30 15:59:38,,11006,10866,140,6,6,6,6,true,0,0,0
test71,ok,9.04,2026-05-30 15:59:47,,8957,8847,110,6,6,6,6,true,0,0,0
test72,ok,10.28,2026-05-30 15:59:57,,9720,9606,114,6,6,6,6,true,0,0,0
test73,ok,10.97,2026-05-30 16:00:08,,12779,12661,118,7,7,7,7,true,0,0,0
test74,ok,11.71,2026-05-30 16:00:20,,9924,9804,120,7,7,7,7,true,0,0,0
test75,ok,10.93,2026-05-30 16:00:31,,13131,13014,117,7,7,7,7,true,0,0,0
test76,ok,10.76,2026-05-30 16:00:42,,13806,13709,97,7,7,7,7,true,0,0,0
test77,ok,9.5,2026-05-30 16:00:51,,12604,12496,108,7,7,7,7,true,0,0,0
test78,ok,13.8,2026-05-30 16:01:05,,15456,15316,140,8,8,8,8,true,0,0,0
test79,ok,12.03,2026-05-30 16:01:17,,11368,11127,241,7,7,7,7,true,0,0,0
test80,ok,14.93,2026-05-30 16:01:32,,12210,11795,415,7,7,7,7,true,0,0,0
test81,ok,9.8,2026-05-30 16:01:42,,9173,9067,106,6,6,6,6,true,0,0,0
test82,ok,9.17,2026-05-30 16:01:51,,9746,9632,114,6,6,6,6,true,0,0,0
test83,ok,10.12,2026-05-30 16:02:01,,12843,12721,122,7,7,7,7,true,0,0,0
test84,ok,10.19,2026-05-30 16:02:11,,9871,9751,120,7,7,7,7,true,0,0,0
test85,ok,10.47,2026-05-30 16:02:22,,13074,12961,113,7,7,7,7,true,0,0,0
test86,ok,10.82,2026-05-30 16:02:33,,13808,13711,97,7,7,7,7,true,0,0,0
test87,ok,12.02,2026-05-30 16:02:45,,12777,12665,112,7,7,7,7,true,0,0,0
test88,ok,10.21,2026-05-30 16:02:55,,15494,15358,136,8,8,8,8,true,0,0,0
test89,ok,11.28,2026-05-30 16:03:06,,11286,11043,243,7,7,7,7,true,0,0,0
test90,ok,12.14,2026-05-30 16:03:18,,10851,10694,157,7,7,7,7,true,0,0,0
test91,ok,8.14,2026-05-30 16:03:26,,9093,8983,110,6,6,6,6,true,0,0,0
test92,ok,8.77,2026-05-30 16:03:35,,9746,9632,114,6,6,6,6,true,0,0,0
test93,ok,11.59,2026-05-30 16:03:47,,12746,12624,122,7,7,7,7,true,0,0,0
test94,ok,10.14,2026-05-30 16:03:57,,9926,9806,120,7,7,7,7,true,0,0,0
test95,ok,9.95,2026-05-30 16:04:07,,13167,13050,117,7,7,7,7,true,0,0,0
test96,ok,11.55,2026-05-30 16:04:18,,13776,13675,101,7,7,7,7,true,0,0,0
test97,ok,10.21,2026-05-30 16:04:29,,12607,12495,112,7,7,7,7,true,0,0,0
test98,ok,11.45,2026-05-30 16:04:40,,15500,15360,140,8,8,8,8,true,0,0,0
test99,ok,12.63,2026-05-30 16:04:53,,11331,11090,241,7,7,7,7,true,0,0,0
test100,ok,12.8,2026-05-30 14:51:50,,12210,11795,415,7,7,7,7,true,0,0,0
