"Case","Status","Seconds","LastRun","FailureType","Tokens","PromptTokens","CompletionTokens","RequestCount","ResponseCount","EndCount","LastResponseId","Complete","UnknownCount","FailCount","InternalErrorCount"
"test37","failed","728.77","2026-06-01 20:49:48","APP_RUNTIME","52340","51909","431","20","20","20","20","true","0","5","0"
"test40","ok","65.67","2026-06-01 20:37:39","","44132","43788","344","20","20","20","20","true","0","0","0"
